Transaction_Index,Fraud_Probability,Prediction,Fraud_Risk_Rating_1_10,Actual_Label,Correct_Prediction
9226,0.9996587,Fraud,1.0,Fraud,True
9799,0.9996587,Fraud,1.0,Fraud,True
9775,0.9996587,Fraud,1.0,Fraud,True
8422,0.9996587,Fraud,1.0,Fraud,True
9699,0.9996587,Fraud,1.0,Fraud,True
8658,0.9996587,Fraud,1.0,Fraud,True
8569,0.9996587,Fraud,1.0,Fraud,True
7670,0.9996587,Fraud,1.0,Fraud,True
7888,0.9996587,Fraud,1.0,Fraud,True
8999,0.9996587,Fraud,1.0,Fraud,True
8514,0.9996587,Fraud,1.0,Fraud,True
7850,0.9996587,Fraud,1.0,Fraud,True
8653,0.9996587,Fraud,1.0,Fraud,True
8317,0.9996587,Fraud,1.0,Fraud,True
8034,0.9996587,Fraud,1.0,Fraud,True
8016,0.9996587,Fraud,1.0,Fraud,True
8483,0.9996587,Fraud,1.0,Fraud,True
9078,0.9996587,Fraud,1.0,Fraud,True
8934,0.9996587,Fraud,1.0,Fraud,True
7886,0.9996587,Fraud,1.0,Fraud,True
9250,0.9996586,Fraud,1.0,Fraud,True
8649,0.9996561,Fraud,1.0,Fraud,True
8847,0.9996555,Fraud,1.0,Fraud,True
9518,0.99965525,Fraud,1.0,Fraud,True
9784,0.99965525,Fraud,1.0,Fraud,True
8621,0.9996537,Fraud,1.0,Fraud,True
8108,0.9996536,Fraud,1.0,Fraud,True
8202,0.99965334,Fraud,1.0,Fraud,True
8389,0.9996524,Fraud,1.0,Fraud,True
8287,0.9996518,Fraud,1.0,Fraud,True
9660,0.9996463,Fraud,1.0,Fraud,True
8892,0.9996463,Fraud,1.0,Fraud,True
8616,0.99964595,Fraud,1.0,Fraud,True
8987,0.9996419,Fraud,1.0,Fraud,True
8727,0.9996402,Fraud,1.0,Fraud,True
7999,0.99963915,Fraud,1.0,Fraud,True
8342,0.9996381,Fraud,1.0,Fraud,True
8884,0.9996381,Fraud,1.0,Fraud,True
9462,0.9996381,Fraud,1.0,Fraud,True
8093,0.9996381,Fraud,1.0,Fraud,True
8336,0.99963486,Fraud,1.0,Fraud,True
7736,0.99963486,Fraud,1.0,Fraud,True
9666,0.99963486,Fraud,1.0,Fraud,True
9305,0.99963486,Fraud,1.0,Fraud,True
9647,0.99963415,Fraud,1.0,Fraud,True
8194,0.99963415,Fraud,1.0,Fraud,True
9825,0.99963343,Fraud,1.0,Fraud,True
9590,0.9996275,Fraud,1.0,Fraud,True
8584,0.9996275,Fraud,1.0,Fraud,True
9465,0.99962616,Fraud,1.0,Fraud,True
8751,0.9996245,Fraud,1.0,Fraud,True
7979,0.99962366,Fraud,1.0,Fraud,True
9382,0.9996201,Fraud,1.0,Fraud,True
7677,0.99961853,Fraud,1.0,Fraud,True
9133,0.9996165,Fraud,1.0,Fraud,True
8872,0.9996159,Fraud,1.0,Fraud,True
9021,0.9996111,Fraud,1.0,Fraud,True
8792,0.99961025,Fraud,1.0,Fraud,True
8018,0.99960977,Fraud,1.0,Fraud,True
9591,0.99960834,Fraud,1.0,Fraud,True
8666,0.9996055,Fraud,1.0,Fraud,True
8687,0.9996039,Fraud,1.0,Fraud,True
9096,0.99960274,Fraud,1.0,Fraud,True
8793,0.99960107,Fraud,1.0,Fraud,True
7942,0.9996001,Fraud,1.0,Fraud,True
7780,0.9996001,Fraud,1.0,Fraud,True
9068,0.9996001,Fraud,1.0,Fraud,True
7937,0.99959964,Fraud,1.0,Fraud,True
9092,0.9995987,Fraud,1.0,Fraud,True
8955,0.9995975,Fraud,1.0,Fraud,True
7869,0.9995975,Fraud,1.0,Fraud,True
9256,0.9995939,Fraud,1.0,Fraud,True
8280,0.9995939,Fraud,1.0,Fraud,True
8532,0.9995926,Fraud,1.0,Fraud,True
8677,0.9995925,Fraud,1.0,Fraud,True
8221,0.99959236,Fraud,1.0,Fraud,True
7824,0.99959236,Fraud,1.0,Fraud,True
8073,0.9995913,Fraud,1.0,Fraud,True
9537,0.9995913,Fraud,1.0,Fraud,True
7841,0.9995883,Fraud,1.0,Fraud,True
9073,0.9995883,Fraud,1.0,Fraud,True
8651,0.9995857,Fraud,1.0,Fraud,True
8916,0.999585,Fraud,1.0,Fraud,True
7668,0.999585,Fraud,1.0,Fraud,True
9300,0.99958414,Fraud,1.0,Fraud,True
9742,0.999584,Fraud,1.0,Fraud,True
7773,0.9995839,Fraud,1.0,Fraud,True
8012,0.99957937,Fraud,1.0,Fraud,True
9704,0.99957937,Fraud,1.0,Fraud,True
9320,0.9995772,Fraud,1.0,Fraud,True
9470,0.99957687,Fraud,1.0,Fraud,True
9061,0.9995765,Fraud,1.0,Fraud,True
7958,0.9995764,Fraud,1.0,Fraud,True
8801,0.999574,Fraud,1.0,Fraud,True
7987,0.999574,Fraud,1.0,Fraud,True
8318,0.9995733,Fraud,1.0,Fraud,True
8901,0.9995732,Fraud,1.0,Fraud,True
8481,0.99957293,Fraud,1.0,Fraud,True
9060,0.999572,Fraud,1.0,Fraud,True
8851,0.9995716,Fraud,1.0,Fraud,True
8775,0.9995689,Fraud,1.0,Fraud,True
9438,0.99956876,Fraud,1.0,Fraud,True
8058,0.9995671,Fraud,1.0,Fraud,True
9363,0.99956685,Fraud,1.0,Fraud,True
8698,0.9995653,Fraud,1.0,Fraud,True
8998,0.999564,Fraud,1.0,Fraud,True
7727,0.99956316,Fraud,1.0,Fraud,True
7748,0.99956137,Fraud,1.0,Fraud,True
9353,0.99955815,Fraud,1.0,Fraud,True
9126,0.99955803,Fraud,1.0,Fraud,True
9661,0.99955183,Fraud,1.0,Fraud,True
8566,0.9995474,Fraud,1.0,Fraud,True
8608,0.99953973,Fraud,1.0,Fraud,True
9269,0.9995384,Fraud,1.0,Fraud,True
8900,0.9995359,Fraud,1.0,Fraud,True
9667,0.999534,Fraud,1.0,Fraud,True
8976,0.99952877,Fraud,1.0,Fraud,True
8743,0.9995222,Fraud,1.0,Fraud,True
8791,0.99952054,Fraud,1.0,Fraud,True
7778,0.9995204,Fraud,1.0,Fraud,True
8985,0.9995159,Fraud,1.0,Fraud,True
8198,0.99950933,Fraud,1.0,Fraud,True
7784,0.99950707,Fraud,1.0,Fraud,True
9623,0.99949574,Fraud,1.0,Fraud,True
7839,0.99949014,Fraud,1.0,Fraud,True
8371,0.99948967,Fraud,1.0,Fraud,True
9022,0.99948776,Fraud,1.0,Fraud,True
8548,0.9994837,Fraud,1.0,Fraud,True
8477,0.999479,Fraud,1.0,Fraud,True
9655,0.9994629,Fraud,1.0,Fraud,True
8399,0.9994615,Fraud,1.0,Fraud,True
9204,0.9994603,Fraud,1.0,Fraud,True
9130,0.9994579,Fraud,1.0,Fraud,True
8184,0.9994543,Fraud,1.0,Fraud,True
8301,0.99945277,Fraud,1.0,Fraud,True
8290,0.99944717,Fraud,1.0,Fraud,True
7813,0.9994367,Fraud,1.0,Fraud,True
8828,0.9994326,Fraud,1.0,Fraud,True
8156,0.99943227,Fraud,1.0,Fraud,True
8942,0.99942636,Fraud,1.0,Fraud,True
8266,0.9994241,Fraud,1.0,Fraud,True
7865,0.99942374,Fraud,1.0,Fraud,True
9011,0.99942017,Fraud,1.0,Fraud,True
8013,0.99941957,Fraud,1.0,Fraud,True
7743,0.9994179,Fraud,1.0,Fraud,True
8915,0.9994149,Fraud,1.0,Fraud,True
8679,0.99940085,Fraud,1.0,Fraud,True
8218,0.9993988,Fraud,1.0,Fraud,True
8697,0.9993955,Fraud,1.0,Fraud,True
9281,0.9993905,Fraud,1.0,Fraud,True
7746,0.99938774,Fraud,1.0,Fraud,True
9482,0.99938595,Fraud,1.0,Fraud,True
9544,0.9993801,Fraud,1.0,Fraud,True
9788,0.99936706,Fraud,1.0,Fraud,True
9614,0.99936646,Fraud,1.0,Fraud,True
9149,0.9993611,Fraud,1.0,Fraud,True
7758,0.9993587,Fraud,1.0,Fraud,True
9828,0.9993549,Fraud,1.0,Fraud,True
8210,0.99935395,Fraud,1.0,Fraud,True
8755,0.9993531,Fraud,1.0,Fraud,True
9681,0.99935097,Fraud,1.0,Fraud,True
9596,0.9993474,Fraud,1.0,Fraud,True
9762,0.99934155,Fraud,1.0,Fraud,True
8310,0.9993357,Fraud,1.0,Fraud,True
8496,0.99933136,Fraud,1.0,Fraud,True
8881,0.9993218,Fraud,1.0,Fraud,True
8388,0.999305,Fraud,1.0,Fraud,True
9807,0.99928397,Fraud,1.0,Fraud,True
9232,0.9992725,Fraud,1.0,Fraud,True
9223,0.9992655,Fraud,1.0,Fraud,True
8366,0.9992416,Fraud,1.0,Fraud,True
9087,0.9992286,Fraud,1.0,Fraud,True
9177,0.99922705,Fraud,1.0,Fraud,True
8242,0.9992131,Fraud,1.0,Fraud,True
9163,0.99920505,Fraud,1.0,Fraud,True
9594,0.99918586,Fraud,1.0,Fraud,True
9516,0.99918157,Fraud,1.0,Fraud,True
9259,0.99918073,Fraud,1.0,Fraud,True
9587,0.999166,Fraud,1.0,Fraud,True
8364,0.99915814,Fraud,1.0,Fraud,True
8433,0.9991559,Fraud,1.0,Fraud,True
9772,0.9991491,Fraud,1.0,Fraud,True
7885,0.99914646,Fraud,1.0,Fraud,True
9325,0.9991454,Fraud,1.0,Fraud,True
8928,0.99914014,Fraud,1.0,Fraud,True
8424,0.9991385,Fraud,1.0,Fraud,True
9139,0.99913675,Fraud,1.0,Fraud,True
8339,0.9991279,Fraud,1.0,Fraud,True
9332,0.9991242,Fraud,1.0,Fraud,True
7920,0.9990978,Fraud,1.0,Fraud,True
8122,0.9990865,Fraud,1.0,Fraud,True
7832,0.9990627,Fraud,1.0,Fraud,True
9583,0.99905163,Fraud,1.0,Fraud,True
9208,0.99905163,Fraud,1.0,Fraud,True
8662,0.9990325,Fraud,1.0,Fraud,True
8499,0.9990256,Fraud,1.0,Fraud,True
9074,0.99902296,Fraud,1.0,Fraud,True
7763,0.999017,Fraud,1.0,Fraud,True
8257,0.9989975,Fraud,1.0,Fraud,True
8047,0.99899167,Fraud,1.0,Fraud,True
9443,0.9989901,Fraud,1.0,Fraud,True
8760,0.9989864,Fraud,1.0,Fraud,True
8639,0.9989807,Fraud,1.0,Fraud,True
8153,0.9989699,Fraud,1.0,Fraud,True
8954,0.9989686,Fraud,1.0,Fraud,True
9680,0.9989672,Fraud,1.0,Fraud,True
9277,0.99896,Fraud,1.0,Fraud,True
9168,0.9989556,Fraud,1.0,Fraud,True
8349,0.99895096,Fraud,1.0,Fraud,True
7879,0.99894863,Fraud,1.0,Fraud,True
9598,0.998934,Fraud,1.0,Fraud,True
9016,0.99891436,Fraud,1.0,Fraud,True
8982,0.99891424,Fraud,1.0,Fraud,True
8446,0.99890995,Fraud,1.0,Fraud,True
8186,0.99890614,Fraud,1.0,Fraud,True
8857,0.9989053,Fraud,1.0,Fraud,True
9834,0.9989042,Fraud,1.0,Fraud,True
7931,0.9989034,Fraud,1.0,Fraud,True
9766,0.9988913,Fraud,1.0,Fraud,True
7981,0.99888617,Fraud,1.0,Fraud,True
8787,0.9988681,Fraud,1.0,Fraud,True
8222,0.998863,Fraud,1.0,Fraud,True
7735,0.9988545,Fraud,1.0,Fraud,True
9644,0.99884737,Fraud,1.0,Fraud,True
7706,0.998847,Fraud,1.0,Fraud,True
8474,0.9988288,Fraud,1.0,Fraud,True
7729,0.9988193,Fraud,1.0,Fraud,True
8820,0.998811,Fraud,1.0,Fraud,True
7842,0.9987961,Fraud,1.0,Fraud,True
8986,0.99879336,Fraud,1.0,Fraud,True
8396,0.9987795,Fraud,1.0,Fraud,True
9475,0.99876803,Fraud,1.0,Fraud,True
9118,0.99876404,Fraud,1.0,Fraud,True
8654,0.998749,Fraud,1.0,Fraud,True
7810,0.998749,Fraud,1.0,Fraud,True
8582,0.998749,Fraud,1.0,Fraud,True
8011,0.998749,Fraud,1.0,Fraud,True
9586,0.998749,Fraud,1.0,Fraud,True
8211,0.998749,Fraud,1.0,Fraud,True
8010,0.998749,Fraud,1.0,Fraud,True
8864,0.998749,Fraud,1.0,Fraud,True
8328,0.998749,Fraud,1.0,Fraud,True
8549,0.998749,Fraud,1.0,Fraud,True
8154,0.998749,Fraud,1.0,Fraud,True
7693,0.998749,Fraud,1.0,Fraud,True
8835,0.998749,Fraud,1.0,Fraud,True
8609,0.998749,Fraud,1.0,Fraud,True
9236,0.998749,Fraud,1.0,Fraud,True
9053,0.998749,Fraud,1.0,Fraud,True
8065,0.998749,Fraud,1.0,Fraud,True
7891,0.998749,Fraud,1.0,Fraud,True
7707,0.998749,Fraud,1.0,Fraud,True
8758,0.998749,Fraud,1.0,Fraud,True
9050,0.998749,Fraud,1.0,Fraud,True
9547,0.998749,Fraud,1.0,Fraud,True
8643,0.998749,Fraud,1.0,Fraud,True
9510,0.998749,Fraud,1.0,Fraud,True
8688,0.998749,Fraud,1.0,Fraud,True
9477,0.998749,Fraud,1.0,Fraud,True
9648,0.998749,Fraud,1.0,Fraud,True
8788,0.998749,Fraud,1.0,Fraud,True
9239,0.998749,Fraud,1.0,Fraud,True
8914,0.998749,Fraud,1.0,Fraud,True
8495,0.998749,Fraud,1.0,Fraud,True
8756,0.998749,Fraud,1.0,Fraud,True
8776,0.998749,Fraud,1.0,Fraud,True
8902,0.998749,Fraud,1.0,Fraud,True
8110,0.998749,Fraud,1.0,Fraud,True
9057,0.998749,Fraud,1.0,Fraud,True
8628,0.998749,Fraud,1.0,Fraud,True
8894,0.998749,Fraud,1.0,Fraud,True
7776,0.998749,Fraud,1.0,Fraud,True
7971,0.998749,Fraud,1.0,Fraud,True
9520,0.998749,Fraud,1.0,Fraud,True
8767,0.998749,Fraud,1.0,Fraud,True
8805,0.998749,Fraud,1.0,Fraud,True
9260,0.998749,Fraud,1.0,Fraud,True
7728,0.998749,Fraud,1.0,Fraud,True
8593,0.998749,Fraud,1.0,Fraud,True
9059,0.998749,Fraud,1.0,Fraud,True
9439,0.998749,Fraud,1.0,Fraud,True
7925,0.998749,Fraud,1.0,Fraud,True
9110,0.998749,Fraud,1.0,Fraud,True
9707,0.998749,Fraud,1.0,Fraud,True
8783,0.998749,Fraud,1.0,Fraud,True
8298,0.998749,Fraud,1.0,Fraud,True
7818,0.998749,Fraud,1.0,Fraud,True
8237,0.998749,Fraud,1.0,Fraud,True
9262,0.998749,Fraud,1.0,Fraud,True
8849,0.998749,Fraud,1.0,Fraud,True
8759,0.998749,Fraud,1.0,Fraud,True
9242,0.998749,Fraud,1.0,Fraud,True
8178,0.998749,Fraud,1.0,Fraud,True
9210,0.998749,Fraud,1.0,Fraud,True
8203,0.998749,Fraud,1.0,Fraud,True
8123,0.998749,Fraud,1.0,Fraud,True
8897,0.998749,Fraud,1.0,Fraud,True
9697,0.998749,Fraud,1.0,Fraud,True
9599,0.998749,Fraud,1.0,Fraud,True
9735,0.998749,Fraud,1.0,Fraud,True
7761,0.998749,Fraud,1.0,Fraud,True
8350,0.998749,Fraud,1.0,Fraud,True
7916,0.998749,Fraud,1.0,Fraud,True
7787,0.998749,Fraud,1.0,Fraud,True
8713,0.998749,Fraud,1.0,Fraud,True
9558,0.998749,Fraud,1.0,Fraud,True
8763,0.998749,Fraud,1.0,Fraud,True
7947,0.998749,Fraud,1.0,Fraud,True
8724,0.998749,Fraud,1.0,Fraud,True
8659,0.998749,Fraud,1.0,Fraud,True
8588,0.998749,Fraud,1.0,Fraud,True
9671,0.998749,Fraud,1.0,Fraud,True
9715,0.998749,Fraud,1.0,Fraud,True
9823,0.998749,Fraud,1.0,Fraud,True
8100,0.998749,Fraud,1.0,Fraud,True
7996,0.998749,Fraud,1.0,Fraud,True
9199,0.998749,Fraud,1.0,Fraud,True
8503,0.998749,Fraud,1.0,Fraud,True
8575,0.998749,Fraud,1.0,Fraud,True
9440,0.998749,Fraud,1.0,Fraud,True
8163,0.998749,Fraud,1.0,Fraud,True
8778,0.998749,Fraud,1.0,Fraud,True
9790,0.998749,Fraud,1.0,Fraud,True
8023,0.998749,Fraud,1.0,Fraud,True
8323,0.998749,Fraud,1.0,Fraud,True
7833,0.998749,Fraud,1.0,Fraud,True
9631,0.998749,Fraud,1.0,Fraud,True
9169,0.9987367,Fraud,1.0,Fraud,True
9682,0.9987136,Fraud,1.0,Fraud,True
9293,0.9987067,Fraud,1.0,Fraud,True
8159,0.99869967,Fraud,1.0,Fraud,True
7775,0.99869066,Fraud,1.0,Fraud,True
8706,0.9986695,Fraud,1.0,Fraud,True
8874,0.9986656,Fraud,1.0,Fraud,True
8099,0.9986589,Fraud,1.0,Fraud,True
9690,0.998642,Fraud,1.0,Fraud,True
9018,0.99864036,Fraud,1.0,Fraud,True
9726,0.9986382,Fraud,1.0,Fraud,True
7762,0.9986185,Fraud,1.0,Fraud,True
8761,0.99861026,Fraud,1.0,Fraud,True
9720,0.99860495,Fraud,1.0,Fraud,True
9776,0.99860483,Fraud,1.0,Fraud,True
8337,0.99860364,Fraud,1.0,Fraud,True
8033,0.99860257,Fraud,1.0,Fraud,True
8714,0.99859077,Fraud,1.0,Fraud,True
8263,0.99859077,Fraud,1.0,Fraud,True
7789,0.99859077,Fraud,1.0,Fraud,True
7815,0.99859077,Fraud,1.0,Fraud,True
9624,0.99859077,Fraud,1.0,Fraud,True
9542,0.9985808,Fraud,1.0,Fraud,True
8555,0.9985719,Fraud,1.0,Fraud,True
8175,0.9985708,Fraud,1.0,Fraud,True
8293,0.99856853,Fraud,1.0,Fraud,True
8247,0.9985654,Fraud,1.0,Fraud,True
8509,0.99856,Fraud,1.0,Fraud,True
7723,0.99856,Fraud,1.0,Fraud,True
8134,0.99854904,Fraud,1.0,Fraud,True
8304,0.99854857,Fraud,1.0,Fraud,True
9341,0.99854577,Fraud,1.0,Fraud,True
8032,0.99852175,Fraud,1.0,Fraud,True
8631,0.99849975,Fraud,1.0,Fraud,True
9244,0.9984882,Fraud,1.0,Fraud,True
9114,0.9984817,Fraud,1.0,Fraud,True
7667,0.9984768,Fraud,1.0,Fraud,True
8019,0.99846673,Fraud,1.0,Fraud,True
9217,0.99843746,Fraud,1.0,Fraud,True
9221,0.99843246,Fraud,1.0,Fraud,True
8378,0.9984059,Fraud,1.0,Fraud,True
7904,0.9984037,Fraud,1.0,Fraud,True
8646,0.99840146,Fraud,1.0,Fraud,True
8381,0.9983902,Fraud,1.0,Fraud,True
7938,0.9983876,Fraud,1.0,Fraud,True
9816,0.9983866,Fraud,1.0,Fraud,True
8437,0.99838626,Fraud,1.0,Fraud,True
9490,0.99838567,Fraud,1.0,Fraud,True
8974,0.9983463,Fraud,1.0,Fraud,True
9556,0.99834156,Fraud,1.0,Fraud,True
8507,0.99833655,Fraud,1.0,Fraud,True
9709,0.9983265,Fraud,1.0,Fraud,True
8675,0.9983198,Fraud,1.0,Fraud,True
9295,0.99830246,Fraud,1.0,Fraud,True
9390,0.99830127,Fraud,1.0,Fraud,True
7968,0.99830127,Fraud,1.0,Fraud,True
9291,0.99829715,Fraud,1.0,Fraud,True
8723,0.998285,Fraud,1.0,Fraud,True
9100,0.99828184,Fraud,1.0,Fraud,True
9729,0.9982743,Fraud,1.0,Fraud,True
9509,0.9982634,Fraud,1.0,Fraud,True
7919,0.99825937,Fraud,1.0,Fraud,True
9036,0.99824595,Fraud,1.0,Fraud,True
9839,0.9982305,Fraud,1.0,Fraud,True
8799,0.99822897,Fraud,1.0,Fraud,True
7834,0.99822825,Fraud,1.0,Fraud,True
9714,0.99822706,Fraud,1.0,Fraud,True
8784,0.99822575,Fraud,1.0,Fraud,True
8215,0.99821234,Fraud,1.0,Fraud,True
8475,0.9982089,Fraud,1.0,Fraud,True
9111,0.9982071,Fraud,1.0,Fraud,True
8794,0.99820507,Fraud,1.0,Fraud,True
9695,0.998187,Fraud,1.0,Fraud,True
9803,0.9981869,Fraud,1.0,Fraud,True
9640,0.99817646,Fraud,1.0,Fraud,True
8176,0.99816173,Fraud,1.0,Fraud,True
9151,0.99814475,Fraud,1.0,Fraud,True
8343,0.9981325,Fraud,1.0,Fraud,True
8238,0.99812955,Fraud,1.0,Fraud,True
8984,0.9981071,Fraud,1.0,Fraud,True
9263,0.9981046,Fraud,1.0,Fraud,True
8547,0.9981042,Fraud,1.0,Fraud,True
9444,0.9981025,Fraud,1.0,Fraud,True
8466,0.99809915,Fraud,1.0,Fraud,True
8055,0.9980781,Fraud,1.0,Fraud,True
9043,0.99801695,Fraud,1.0,Fraud,True
9584,0.9979913,Fraud,1.0,Fraud,True
8940,0.9979913,Fraud,1.0,Fraud,True
8416,0.99799025,Fraud,1.0,Fraud,True
8276,0.99795973,Fraud,1.0,Fraud,True
7877,0.99795234,Fraud,1.0,Fraud,True
8571,0.9979455,Fraud,1.0,Fraud,True
9512,0.9979455,Fraud,1.0,Fraud,True
9519,0.9979455,Fraud,1.0,Fraud,True
9619,0.99793124,Fraud,1.0,Fraud,True
8116,0.99792814,Fraud,1.0,Fraud,True
8197,0.9979274,Fraud,1.0,Fraud,True
9264,0.9979254,Fraud,1.0,Fraud,True
9083,0.9979248,Fraud,1.0,Fraud,True
7909,0.9979055,Fraud,1.0,Fraud,True
9534,0.99788326,Fraud,1.0,Fraud,True
8826,0.99787056,Fraud,1.0,Fraud,True
8117,0.99786514,Fraud,1.0,Fraud,True
8079,0.99784875,Fraud,1.0,Fraud,True
8810,0.99782616,Fraud,1.0,Fraud,True
9314,0.99776876,Fraud,1.0,Fraud,True
7791,0.9977343,Fraud,1.0,Fraud,True
8095,0.99772483,Fraud,1.0,Fraud,True
7675,0.9977246,Fraud,1.0,Fraud,True
7897,0.9977187,Fraud,1.0,Fraud,True
9214,0.9977149,Fraud,1.0,Fraud,True
9447,0.99769765,Fraud,1.0,Fraud,True
9395,0.9976546,Fraud,1.0,Fraud,True
9711,0.9976265,Fraud,1.0,Fraud,True
7872,0.99758804,Fraud,1.0,Fraud,True
9052,0.99744153,Fraud,1.0,Fraud,True
8241,0.99743396,Fraud,1.0,Fraud,True
8172,0.9973775,Fraud,1.0,Fraud,True
9696,0.9973617,Fraud,1.0,Fraud,True
9386,0.99731183,Fraud,1.0,Fraud,True
7871,0.99729556,Fraud,1.0,Fraud,True
8438,0.99728024,Fraud,1.0,Fraud,True
9183,0.9972519,Fraud,1.0,Fraud,True
8255,0.9972519,Fraud,1.0,Fraud,True
8170,0.9972185,Fraud,1.0,Fraud,True
9105,0.997184,Fraud,1.0,Fraud,True
7700,0.9970837,Fraud,1.0,Fraud,True
8663,0.99705553,Fraud,1.0,Fraud,True
8415,0.99701834,Fraud,1.0,Fraud,True
9279,0.99699605,Fraud,1.0,Fraud,True
7766,0.9968746,Fraud,1.0,Fraud,True
8275,0.99685186,Fraud,1.0,Fraud,True
8796,0.9968079,Fraud,1.0,Fraud,True
9311,0.9966467,Fraud,1.0,Fraud,True
9815,0.99659497,Fraud,1.0,Fraud,True
8358,0.9963012,Fraud,1.0,Fraud,True
9379,0.99626213,Fraud,1.0,Fraud,True
8321,0.9962429,Fraud,1.0,Fraud,True
7899,0.9962171,Fraud,1.0,Fraud,True
9284,0.9961707,Fraud,1.0,Fraud,True
9579,0.9961604,Fraud,1.0,Fraud,True
9076,0.9961604,Fraud,1.0,Fraud,True
8201,0.9961604,Fraud,1.0,Fraud,True
8615,0.99615884,Fraud,1.0,Fraud,True
9471,0.9961308,Fraud,1.0,Fraud,True
8493,0.9961116,Fraud,1.0,Fraud,True
9297,0.9960945,Fraud,1.0,Fraud,True
8411,0.9959688,Fraud,1.0,Fraud,True
7944,0.99570894,Fraud,1.0,Fraud,True
9010,0.9955444,Fraud,1.0,Fraud,True
9569,0.99541783,Fraud,1.0,Fraud,True
7895,0.99541783,Fraud,1.0,Fraud,True
8091,0.99534696,Fraud,1.0,Fraud,True
7932,0.99534684,Fraud,1.0,Fraud,True
8272,0.99499124,Fraud,1.0,Fraud,True
9703,0.99486464,Fraud,1.0,Fraud,True
8996,0.99483216,Fraud,1.0,Fraud,True
9367,0.9948172,Fraud,1.0,Fraud,True
9589,0.9947141,Fraud,1.0,Fraud,True
8326,0.99470323,Fraud,1.0,Fraud,True
7708,0.99449736,Fraud,1.0,Fraud,True
8484,0.9944285,Fraud,1.1,Fraud,True
